上傳一段聲音吧,output,flag,username,timestamp
,,,,2023-07-01 02:17:24.696264
,,,,2023-07-01 02:17:26.494165
,,,,2023-07-01 02:17:28.375738
/home/aarch305305/so-vits-svc/flagged/上傳一段聲音吧/tmpsbk9__3o.wav,/home/aarch305305/so-vits-svc/flagged/output/audiojkq5z16p.wav,,,2023-07-01 02:43:36.411623
,-12,,,,2023-07-01 09:43:19.499127
